* Link capacity after scheduling
* Link ID, Time (sec), Max Capacity, Count
Tx59,43200,1,0
Tx59,46800,1,0
Tx59,50400,1,0
Tx59,54000,1,0
Tx59,57600,1,0
Tx59,61200,1,0
Tx59,64800,1,0
Tx59,68400,1,0
Tx59,72000,1,0
Tx59,75600,1,0
Tx59,79200,1,0
Tx59,82800,1,0
Tx60,0,2,0
Tx60,3600,2,0
Tx60,7200,2,0
Tx60,10800,2,0
Tx60,14400,2,0
Tx60,18000,2,0
Tx60,21600,2,0
Tx60,25200,2,0
Tx60,28800,2,0
Tx60,32400,2,0
Tx60,36000,2,0
Tx60,39600,2,0
Tx60,43200,2,0
Tx60,46800,2,0
Tx60,50400,2,0
Tx60,54000,2,0
Tx60,57600,2,0
Tx60,61200,2,0
Tx60,64800,2,0
Tx60,68400,2,0
Tx60,72000,2,0
Tx60,75600,2,0
Tx60,79200,2,0
Tx60,82800,2,0
Tx61,0,2,0
Tx61,3600,2,0
Tx61,7200,2,0
Tx61,10800,2,0
Tx61,14400,2,0
Tx61,18000,2,0
Tx61,21600,2,0
Tx61,25200,2,0
Tx61,28800,2,0
Tx61,32400,2,0
Tx61,36000,2,0
Tx61,39600,2,0
Tx61,43200,2,0
Tx61,46800,2,0
Tx61,50400,2,0
Tx61,54000,2,0
Tx61,57600,2,0
Tx61,61200,2,0
Tx61,64800,2,0
Tx61,68400,2,0
Tx61,72000,2,0
Tx61,75600,2,0
Tx61,79200,2,0
Tx61,82800,2,0
Tx62,0,1,0
Tx62,3600,1,0
Tx62,7200,1,0
Tx62,10800,1,0
Tx62,14400,1,0
Tx62,18000,1,0
Tx62,21600,1,0
Tx62,25200,1,0
Tx62,28800,1,0
Tx62,32400,1,0
Tx62,36000,1,0
Tx62,39600,1,0
Tx62,43200,1,0
Tx62,46800,1,0
Tx62,50400,1,0
Tx62,54000,1,0
Tx62,57600,1,0
Tx62,61200,1,0
Tx62,64800,1,0
Tx62,68400,1,0
Tx62,72000,1,0
Tx62,75600,1,0
Tx62,79200,1,0
Tx62,82800,1,0
Tx63,0,1,0
Tx63,3600,1,0
Tx63,7200,1,0
Tx63,10800,1,0
Tx63,14400,1,0
Tx63,18000,1,0
Tx63,21600,1,0
Tx63,25200,1,0
Tx63,28800,1,0
Tx63,32400,1,0
Tx63,36000,1,0
Tx63,39600,1,0
Tx63,43200,1,0
Tx63,46800,1,0
Tx63,50400,1,0
Tx63,54000,1,0
Tx63,57600,1,0
Tx63,61200,1,0
Tx63,64800,1,0
Tx63,68400,1,0
Tx63,72000,1,0
Tx63,75600,1,0
Tx63,79200,1,0
Tx63,82800,1,0
Tx64,0,1,0
Tx64,3600,1,0
Tx64,7200,1,0
Tx64,10800,1,0
Tx64,14400,1,0
Tx64,18000,1,0
Tx64,21600,1,0
Tx64,25200,1,0
Tx64,28800,1,0
Tx64,32400,1,0
Tx64,36000,1,0
Tx64,39600,1,0
Tx64,43200,1,0
Tx64,46800,1,0
Tx64,50400,1,0
Tx64,54000,1,0
Tx64,57600,1,0
Tx64,61200,1,0
Tx64,64800,1,0
Tx64,68400,1,0
Tx64,72000,1,0
Tx64,75600,1,0
Tx64,79200,1,0
Tx64,82800,1,0
Tx65,0,1,0
Tx65,3600,1,0
Tx65,7200,1,0
Tx65,10800,1,0
Tx65,14400,1,0
Tx65,18000,1,0
Tx65,21600,1,0
Tx65,25200,1,0
Tx65,28800,1,0
Tx65,32400,1,0
Tx65,36000,1,0
Tx65,39600,1,0
Tx65,43200,1,0
Tx65,46800,1,0
Tx65,50400,1,0
Tx65,54000,1,0
Tx65,57600,1,0
Tx65,61200,1,0
Tx65,64800,1,0
Tx65,68400,1,0
Tx65,72000,1,0
Tx65,75600,1,0
Tx65,79200,1,0
Tx65,82800,1,0
Tx66,0,1,0
Tx66,3600,1,0
Tx66,7200,1,0
Tx66,10800,1,0
Tx66,14400,1,0
Tx66,18000,1,0
Tx66,21600,1,0
Tx66,25200,1,0
Tx66,28800,1,0
Tx66,32400,1,0
Tx66,36000,1,0
Tx66,39600,1,0
Tx66,43200,1,0
Tx66,46800,1,0
Tx66,50400,1,0
Tx66,54000,1,0
Tx66,57600,1,0
Tx66,61200,1,0
Tx66,64800,1,0
Tx66,68400,1,0
Tx66,72000,1,0
Tx66,75600,1,0
Tx66,79200,1,0
Tx66,82800,1,0
Tx67,0,1,0
Tx67,3600,1,0
Tx67,7200,1,0
Tx67,10800,1,0
Tx67,14400,1,0
Tx67,18000,1,0
Tx67,21600,1,0
Tx67,25200,1,0
Tx67,28800,1,0
Tx67,32400,1,0
Tx67,36000,1,0
Tx67,39600,1,0
Tx67,43200,1,0
Tx67,46800,1,0
Tx67,50400,1,0
Tx67,54000,1,0
Tx67,57600,1,0
Tx67,61200,1,0
Tx67,64800,1,0
Tx67,68400,1,0
Tx67,72000,1,0
Tx67,75600,1,0
Tx67,79200,1,0
Tx67,82800,1,0
Tx68,0,1,0
Tx68,3600,1,0
Tx68,7200,1,0
Tx68,10800,1,0
Tx68,14400,1,0
Tx68,18000,1,0
Tx68,21600,1,0
Tx68,25200,1,0
Tx68,28800,1,0
Tx68,32400,1,0
Tx68,36000,1,0
Tx68,39600,1,0
Tx68,43200,1,0
Tx68,46800,1,0
Tx68,50400,1,0
Tx68,54000,1,0
Tx68,57600,1,0
Tx68,61200,1,0
Tx68,64800,1,0
Tx68,68400,1,0
Tx68,72000,1,0
Tx68,75600,1,0
Tx68,79200,1,0
Tx68,82800,1,0
Tx69,0,1,0
Tx69,3600,1,0
Tx69,7200,1,0
Tx69,10800,1,0
Tx69,14400,1,0
Tx69,18000,1,0
Tx69,21600,1,0
Tx69,25200,1,0
Tx69,28800,1,0
Tx69,32400,1,0
Tx69,36000,1,0
Tx69,39600,1,0
Tx69,43200,1,0
Tx69,46800,1,0
Tx69,50400,1,0
Tx69,54000,1,0
Tx69,57600,1,0
Tx69,61200,1,0
Tx69,64800,1,0
Tx69,68400,1,0
Tx69,72000,1,0
Tx69,75600,1,0
Tx69,79200,1,0
Tx69,82800,1,0
Tx70,0,1,0
Tx70,3600,1,0
Tx70,7200,1,0
Tx70,10800,1,0
Tx70,14400,1,0
Tx70,18000,1,0
Tx70,21600,1,0
Tx70,25200,1,0
Tx70,28800,1,0
Tx70,32400,1,0
Tx70,36000,1,0
Tx70,39600,1,0
Tx70,43200,1,0
Tx70,46800,1,0
Tx70,50400,1,0
Tx70,54000,1,0
Tx70,57600,1,0
Tx70,61200,1,0
Tx70,64800,1,0
Tx70,68400,1,0
Tx70,72000,1,0
Tx70,75600,1,0
Tx70,79200,1,0
Tx70,82800,1,0
Tx71,0,1,0
Tx71,2071,1,1
Tx71,2084,1,0
Tx71,2791,1,1
Tx71,2804,1,0
Tx71,3600,1,0
Tx71,7200,1,0
Tx71,8371,1,1
Tx71,8384,1,0
Tx71,10800,1,0
Tx71,13831,1,1
Tx71,13844,1,0
Tx71,14251,1,1
Tx71,14264,1,0
Tx71,14400,1,0
Tx71,14491,1,1
Tx71,14504,1,0
Tx71,14791,1,1
Tx71,14804,1,0
Tx71,15631,1,1
Tx71,15644,1,0
Tx71,16171,1,1
Tx71,16184,1,0
Tx71,16411,1,1
Tx71,16424,1,0
Tx71,16591,1,1
Tx71,16604,1,0
Tx71,16951,1,1
Tx71,16964,1,0
Tx71,17131,1,1
Tx71,17144,1,0
Tx71,17251,1,1
Tx71,17264,1,0
Tx71,17431,1,1
Tx71,17444,1,0
Tx71,17851,1,1
Tx71,17864,1,0
Tx71,18000,1,0
Tx71,18031,1,1
Tx71,18044,1,0
Tx71,18391,1,1
Tx71,18404,1,0
Tx71,18571,1,1
Tx71,18584,1,0
Tx71,19133,1,1
Tx71,19146,1,0
Tx71,19252,1,1
Tx71,19264,1,0
Tx71,19372,1,1
Tx71,19384,1,0
Tx71,19492,1,1
Tx71,19504,1,0
Tx71,19612,1,1
Tx71,19624,1,0
Tx71,19852,1,1
Tx71,19864,1,0
Tx71,19972,1,1
Tx71,19984,1,0
Tx71,20513,1,1
Tx71,20526,1,0
Tx71,20632,1,1
Tx71,20644,1,0
Tx71,20791,1,1
Tx71,20804,1,0
Tx71,20971,1,1
Tx71,20984,1,0
Tx71,21151,1,1
Tx71,21164,1,0
Tx71,21331,1,1
Tx71,21344,1,0
Tx71,21451,1,1
Tx71,21464,1,0
Tx71,21600,1,0
Tx71,21631,1,1
Tx71,21644,1,0
Tx71,21751,1,1
Tx71,21764,1,0
Tx71,21931,1,1
Tx71,21944,1,0
Tx71,22051,1,1
Tx71,22064,1,0
Tx71,22231,1,1
Tx71,22244,1,0
Tx71,22351,1,1
Tx71,22364,1,0
Tx71,22471,1,1
Tx71,22484,1,0
Tx71,22591,1,1
Tx71,22604,1,0
Tx71,22711,1,1
Tx71,22724,1,0
Tx71,23071,1,1
Tx71,23084,1,0
Tx71,23251,1,1
Tx71,23264,1,0
Tx71,23731,1,1
Tx71,23744,1,0
Tx71,24151,1,1
Tx71,24164,1,0
Tx71,24811,1,1
Tx71,24824,1,0
Tx71,25051,1,1
Tx71,25064,1,0
Tx71,25200,1,0
Tx71,25231,1,1
Tx71,25244,1,0
Tx71,25531,1,1
Tx71,25544,1,0
Tx71,25651,1,1
Tx71,25664,1,0
Tx71,26011,1,1
Tx71,26024,1,0
Tx71,26251,1,1
Tx71,26264,1,0
Tx71,26431,1,1
Tx71,26444,1,0
Tx71,26671,1,1
Tx71,26684,1,0
Tx71,27112,1,1
Tx71,27124,1,0
Tx71,28231,1,1
Tx71,28244,1,0
Tx71,28471,1,1
Tx71,28484,1,0
Tx71,28711,1,1
Tx71,28724,1,0
Tx71,28800,1,0
Tx71,28831,1,1
Tx71,28844,1,0
Tx71,28951,1,1
Tx71,28964,1,0
Tx71,29071,1,1
Tx71,29084,1,0
Tx71,29251,1,1
Tx71,29264,1,0
Tx71,29371,1,1
Tx71,29384,1,0
Tx71,29551,1,1
Tx71,29564,1,0
Tx71,30091,1,1
Tx71,30104,1,0
Tx71,30271,1,1
Tx71,30284,1,0
Tx71,30991,1,1
Tx71,31004,1,0
Tx71,31171,1,1
Tx71,31184,1,0
Tx71,31471,1,1
Tx71,31484,1,0
Tx71,31651,1,1
Tx71,31664,1,0
Tx71,32071,1,1
Tx71,32084,1,0
Tx71,32251,1,1
Tx71,32264,1,0
Tx71,32400,1,0
Tx71,32491,1,1
Tx71,32504,1,0
Tx71,33077,1,1
Tx71,33090,1,0
Tx71,33377,1,1
Tx71,33390,1,0
Tx71,34051,1,1
Tx71,34064,1,0
Tx71,34171,1,1
Tx71,34184,1,0
Tx71,34411,1,1
Tx71,34424,1,0
Tx71,34591,1,1
Tx71,34604,1,0
Tx71,35131,1,1
Tx71,35144,1,0
Tx71,36000,1,0
Tx71,36617,1,1
Tx71,36630,1,0
Tx71,36736,1,1
Tx71,36748,1,0
Tx71,36871,1,1
Tx71,36884,1,0
Tx71,37231,1,1
Tx71,37244,1,0
Tx71,37831,1,1
Tx71,37844,1,0
Tx71,37951,1,1
Tx71,37964,1,0
Tx71,38371,1,1
Tx71,38384,1,0
Tx71,38671,1,1
Tx71,38684,1,0
Tx71,38851,1,1
Tx71,38864,1,0
Tx71,39271,1,1
Tx71,39284,1,0
Tx71,39600,1,0
Tx71,39631,1,1
Tx71,39644,1,0
Tx71,39811,1,1
Tx71,39824,1,0
Tx71,40471,1,1
Tx71,40484,1,0
Tx71,40591,1,1
Tx71,40604,1,0
Tx71,41431,1,1
Tx71,41444,1,0
Tx71,41723,1,1
Tx71,41735,1,0
Tx71,42091,1,1
Tx71,42104,1,0
Tx71,42383,1,1
Tx71,42395,1,0
Tx71,42803,1,1
Tx71,42815,1,0
Tx71,42922,1,1
Tx71,42934,1,0
Tx71,43200,1,0
Tx71,43351,1,1
Tx71,43364,1,0
Tx71,44453,1,1
Tx71,44466,1,0
Tx71,45211,1,1
Tx71,45224,1,0
Tx71,46111,1,1
Tx71,46124,1,0
Tx71,46291,1,1
Tx71,46304,1,0
Tx71,46800,1,0
Tx71,47777,1,1
Tx71,47790,1,0
Tx71,47911,1,1
Tx71,47924,1,0
Tx71,48091,1,1
Tx71,48104,1,0
Tx71,48271,1,1
Tx71,48284,1,0
Tx71,48931,1,1
Tx71,48944,1,0
Tx71,49111,1,1
Tx71,49124,1,0
Tx71,49231,1,1
Tx71,49244,1,0
Tx71,49351,1,1
Tx71,49364,1,0
Tx71,49756,1,1
Tx71,49768,1,0
Tx71,49876,1,1
Tx71,49888,1,0
Tx71,49996,1,1
Tx71,50008,1,0
Tx71,50116,1,1
Tx71,50128,1,0
Tx71,50236,1,1
Tx71,50248,1,0
Tx71,50356,1,1
Tx71,50368,1,0
Tx71,50400,1,0
Tx71,50596,1,1
Tx71,50608,1,0
Tx71,50791,1,1
Tx71,50804,1,0
Tx71,51031,1,1
Tx71,51044,1,0
Tx71,51211,1,1
Tx71,51224,1,0
Tx71,51331,1,1
Tx71,51344,1,0
Tx71,51751,1,1
Tx71,51764,1,0
Tx71,52108,1,1
Tx71,52120,1,0
Tx71,52226,1,1
Tx71,52239,1,0
Tx71,52346,1,1
Tx71,52359,1,0
Tx71,52466,1,1
Tx71,52479,1,0
Tx71,52586,1,1
Tx71,52599,1,0
Tx71,52706,1,1
Tx71,52719,1,0
Tx71,52826,1,1
Tx71,52839,1,0
Tx71,54000,1,0
Tx71,54391,1,1
Tx71,54404,1,0
Tx71,54751,1,1
Tx71,54764,1,0
Tx71,54871,1,1
Tx71,54884,1,0
Tx71,55051,1,1
Tx71,55064,1,0
Tx71,55591,1,1
Tx71,55604,1,0
Tx71,55951,1,1
Tx71,55964,1,0
Tx71,56251,1,1
Tx71,56264,1,0
Tx71,56851,1,1
Tx71,56864,1,0
Tx71,57391,1,1
Tx71,57404,1,0
Tx71,57571,1,1
Tx71,57584,1,0
Tx71,57600,1,0
Tx71,58171,1,1
Tx71,58184,1,0
Tx71,58531,1,1
Tx71,58544,1,0
Tx71,58651,1,1
Tx71,58664,1,0
Tx71,58771,1,1
Tx71,58784,1,0
Tx71,58951,1,1
Tx71,58964,1,0
Tx71,59131,1,1
Tx71,59144,1,0
Tx71,59431,1,1
Tx71,59444,1,0
Tx71,59671,1,1
Tx71,59684,1,0
Tx71,59791,1,1
Tx71,59804,1,0
Tx71,60031,1,1
Tx71,60044,1,0
Tx71,60271,1,1
Tx71,60284,1,0
Tx71,60811,1,1
Tx71,60824,1,0
Tx71,61051,1,1
Tx71,61064,1,0
Tx71,61200,1,0
Tx71,61471,1,1
Tx71,61484,1,0
Tx71,61591,1,1
Tx71,61604,1,0
Tx71,61711,1,1
Tx71,61724,1,0
Tx71,61955,1,1
Tx71,61969,1,0
Tx71,62071,1,1
Tx71,62084,1,0
Tx71,62251,1,1
Tx71,62264,1,0
Tx71,62431,1,1
Tx71,62444,1,0
Tx71,62851,1,1
Tx71,62864,1,0
Tx71,63511,1,1
Tx71,63524,1,0
Tx71,63811,1,1
Tx71,63824,1,0
Tx71,64231,1,1
Tx71,64244,1,0
Tx71,64800,1,0
Tx71,64891,1,1
Tx71,64904,1,0
Tx71,65933,1,1
Tx71,65946,1,0
Tx71,66151,1,1
Tx71,66164,1,0
Tx71,66271,1,1
Tx71,66284,1,0
Tx71,66511,1,1
Tx71,66524,1,0
Tx71,67111,1,1
Tx71,67124,1,0
Tx71,67291,1,1
Tx71,67304,1,0
Tx71,67471,1,1
Tx71,67484,1,0
Tx71,67831,1,1
Tx71,67844,1,0
Tx71,67951,1,1
Tx71,67964,1,0
Tx71,68131,1,1
Tx71,68144,1,0
Tx71,68311,1,1
Tx71,68324,1,0
Tx71,68400,1,0
Tx71,68431,1,1
Tx71,68444,1,0
Tx71,68551,1,1
Tx71,68564,1,0
Tx71,68731,1,1
Tx71,68744,1,0
Tx71,68851,1,1
Tx71,68864,1,0
Tx71,69151,1,1
Tx71,69164,1,0
Tx71,69571,1,1
Tx71,69584,1,0
Tx71,69751,1,1
Tx71,69764,1,0
Tx71,69871,1,1
Tx71,69884,1,0
Tx71,69991,1,1
Tx71,70004,1,0
Tx71,70111,1,1
Tx71,70124,1,0
Tx71,70231,1,1
Tx71,70244,1,0
Tx71,70351,1,1
Tx71,70364,1,0
Tx71,70531,1,1
Tx71,70544,1,0
Tx71,70951,1,1
Tx71,70964,1,0
Tx71,71071,1,1
Tx71,71084,1,0
Tx71,71251,1,1
Tx71,71264,1,0
Tx71,71371,1,1
Tx71,71384,1,0
Tx71,71491,1,1
Tx71,71504,1,0
Tx71,71791,1,1
Tx71,71804,1,0
Tx71,72000,1,0
Tx71,72031,1,1
Tx71,72044,1,0
Tx71,72211,1,1
Tx71,72224,1,0
Tx71,72331,1,1
Tx71,72344,1,0
Tx71,72571,1,1
Tx71,72584,1,0
Tx71,72811,1,1
Tx71,72824,1,0
Tx71,73051,1,1
Tx71,73064,1,0
Tx71,73171,1,1
Tx71,73184,1,0
Tx71,73291,1,1
Tx71,73304,1,0
Tx71,73411,1,1
Tx71,73424,1,0
Tx71,73531,1,1
Tx71,73544,1,0
Tx71,73711,1,1
Tx71,73724,1,0
Tx71,73951,1,1
Tx71,73964,1,0
Tx71,74071,1,1
Tx71,74084,1,0
Tx71,74191,1,1
Tx71,74204,1,0
Tx71,74551,1,1
Tx71,74564,1,0
Tx71,74671,1,1
Tx71,74684,1,0
Tx71,74851,1,1
Tx71,74864,1,0
Tx71,74971,1,1
Tx71,74984,1,0
Tx71,75271,1,1
Tx71,75284,1,0
Tx71,75391,1,1
Tx71,75404,1,0
Tx71,75511,1,1
Tx71,75524,1,0
Tx71,75600,1,0
Tx71,75691,1,1
Tx71,75704,1,0
Tx71,75871,1,1
Tx71,75884,1,0
Tx71,75991,1,1
Tx71,76004,1,0
Tx71,76291,1,1
Tx71,76304,1,0
Tx71,77371,1,1
Tx71,77384,1,0
Tx71,77671,1,1
Tx71,77684,1,0
Tx71,77851,1,1
Tx71,77864,1,0
Tx71,78031,1,1
Tx71,78044,1,0
Tx71,78271,1,1
Tx71,78284,1,0
Tx71,78391,1,1
Tx71,78404,1,0
Tx71,79200,1,0
Tx71,80371,1,1
Tx71,80384,1,0
Tx71,80717,1,1
Tx71,80730,1,0
Tx71,82084,1,1
Tx71,82096,1,0
Tx71,82800,1,0
Tx71,83993,1,1
Tx71,84006,1,0
Tx71,85997,1,1
Tx71,86010,1,0
Tx72,0,1,0
Tx72,3600,1,0
Tx72,7200,1,0
Tx72,10800,1,0
Tx72,14400,1,0
Tx72,18000,1,0
Tx72,21600,1,0
Tx72,25200,1,0
Tx72,28800,1,0
Tx72,32400,1,0
Tx72,36000,1,0
Tx72,39600,1,0
Tx72,43200,1,0
Tx72,46800,1,0
Tx72,50400,1,0
Tx72,54000,1,0
Tx72,57600,1,0
Tx72,61200,1,0
Tx72,64800,1,0
Tx72,68400,1,0
Tx72,72000,1,0
Tx72,75600,1,0
Tx72,79200,1,0
Tx72,82800,1,0
Tx73,0,1,0
Tx73,3600,1,0
Tx73,7200,1,0
Tx73,10800,1,0
Tx73,14400,1,0
Tx73,16845,1,1
Tx73,16858,1,0
Tx73,18000,1,0
Tx73,18285,1,1
Tx73,18298,1,0
Tx73,20165,1,1
Tx73,20179,1,0
Tx73,21600,1,0
Tx73,24045,1,1
Tx73,24058,1,0
Tx73,24405,1,1
Tx73,24418,1,0
Tx73,25200,1,0
Tx73,27067,1,1
Tx73,27080,1,0
Tx73,27585,1,1
Tx73,27598,1,0
Tx73,27945,1,1
Tx73,27958,1,0
Tx73,28665,1,1
Tx73,28678,1,0
Tx73,28800,1,0
Tx73,29745,1,1
Tx73,29758,1,0
Tx73,32400,1,0
Tx73,36000,1,0
Tx73,39600,1,0
Tx73,40785,1,1
Tx73,40798,1,0
Tx73,43200,1,0
Tx73,46800,1,0
Tx73,48705,1,1
Tx73,48718,1,0
Tx73,48825,1,1
Tx73,48838,1,0
Tx73,50400,1,0
Tx73,50985,1,1
Tx73,50998,1,0
Tx73,54000,1,0
Tx73,57600,1,0
Tx73,57948,1,1
Tx73,57963,1,0
Tx73,61200,1,0
Tx73,63345,1,1
Tx73,63358,1,0
Tx73,64425,1,1
Tx73,64438,1,0
Tx73,64800,1,0
Tx73,65085,1,1
Tx73,65098,1,0
Tx73,68400,1,0
Tx73,70785,1,1
Tx73,70798,1,0
Tx73,72000,1,0
Tx73,75600,1,0
Tx73,79200,1,0
Tx73,82800,1,0
Tx73,84331,1,1
Tx73,84344,1,0
Tx74,0,1,0
Tx74,3600,1,0
Tx74,7200,1,0
Tx74,10800,1,0
Tx74,14400,1,0
Tx74,18000,1,0
Tx74,21600,1,0
Tx74,25200,1,0
Tx74,28800,1,0
Tx74,32400,1,0
Tx74,36000,1,0
Tx74,39600,1,0
Tx74,43200,1,0
Tx74,46800,1,0
Tx74,50400,1,0
Tx74,54000,1,0
Tx74,57600,1,0
Tx74,61200,1,0
Tx74,64800,1,0
Tx74,68400,1,0
Tx74,72000,1,0
Tx74,75600,1,0
Tx74,79200,1,0
Tx74,82800,1,0
Tx75,0,1,0
Tx75,3600,1,0
Tx75,7200,1,0
Tx75,10800,1,0
Tx75,14400,1,0
Tx75,18000,1,0
Tx75,21600,1,0
Tx75,25200,1,0
Tx75,28800,1,0
Tx75,32400,1,0
Tx75,36000,1,0
Tx75,39600,1,0
Tx75,43200,1,0
Tx75,46800,1,0
Tx75,50400,1,0
Tx75,54000,1,0
Tx75,57600,1,0
Tx75,61200,1,0
Tx75,64800,1,0
Tx75,68400,1,0
Tx75,72000,1,0
Tx75,75600,1,0
Tx75,79200,1,0
Tx75,82800,1,0
Tx76,0,1,0
Tx76,3600,1,0
Tx76,7200,1,0
Tx76,10800,1,0
Tx76,14400,1,0
Tx76,18000,1,0
Tx76,21600,1,0
Tx76,25200,1,0
Tx76,28800,1,0
Tx76,32400,1,0
Tx76,36000,1,0
Tx76,39600,1,0
Tx76,43200,1,0
Tx76,46800,1,0
Tx76,50400,1,0
Tx76,54000,1,0
Tx76,57600,1,0
Tx76,61200,1,0
Tx76,64800,1,0
Tx76,68400,1,0
Tx76,72000,1,0
Tx76,75600,1,0
Tx76,79200,1,0
Tx76,82800,1,0
Tx77,0,1,0
Tx77,1413,1,-1
Tx77,1428,1,0
Tx77,1908,1,-1
Tx77,1922,1,0
Tx77,3369,1,-1
Tx77,3384,1,0
Tx77,3600,1,0
Tx77,3983,1,-1
Tx77,3997,1,0
Tx77,5026,1,-1
Tx77,5040,1,0
Tx77,6892,1,-1
Tx77,6907,1,0
Tx77,7200,1,0
Tx77,10800,1,0
Tx77,14400,1,0
Tx77,15556,1,-1
Tx77,15570,1,0
Tx77,18000,1,0
Tx77,21480,1,-1
Tx77,21494,1,0
Tx77,21600,1,0
Tx77,25200,1,0
Tx77,28800,1,0
Tx77,29141,1,-1
Tx77,29155,1,0
Tx77,29395,1,-1
Tx77,29410,1,0
Tx77,29510,1,-1
Tx77,29526,1,0
Tx77,29698,1,-1
Tx77,29713,1,0
Tx77,29928,1,-1
Tx77,29942,1,0
Tx77,30042,1,-1
Tx77,30059,1,0
Tx77,30162,1,-1
Tx77,30179,1,0
Tx77,30282,1,-1
Tx77,30299,1,0
Tx77,30709,1,-1
Tx77,30723,1,0
Tx77,30974,1,-1
Tx77,30989,1,0
Tx77,31585,1,-1
Tx77,31599,1,0
Tx77,31699,1,-1
Tx77,31716,1,0
Tx77,32322,1,-1
Tx77,32336,1,0
Tx77,32400,1,0
Tx77,33143,1,-1
Tx77,33160,1,0
Tx77,33437,1,-1
Tx77,33451,1,0
Tx77,33789,1,-1
Tx77,33803,1,0
Tx77,33903,1,-1
Tx77,33920,1,0
Tx77,34246,1,-1
Tx77,34260,1,0
Tx77,34360,1,-1
Tx77,34376,1,0
Tx77,34572,1,-1
Tx77,34586,1,0
Tx77,34754,1,-1
Tx77,34768,1,0
Tx77,35044,1,-1
Tx77,35059,1,0
Tx77,35258,1,-1
Tx77,35273,1,0
Tx77,35373,1,-1
Tx77,35389,1,0
Tx77,35553,1,-1
Tx77,35569,1,0
Tx77,35757,1,-1
Tx77,35772,1,0
Tx77,36000,1,0
Tx77,36531,1,-1
Tx77,36545,1,0
Tx77,37186,1,-1
Tx77,37200,1,0
Tx77,37368,1,-1
Tx77,37382,1,0
Tx77,37773,1,-1
Tx77,37788,1,0
Tx77,37948,1,-1
Tx77,37964,1,0
Tx77,38068,1,-1
Tx77,38084,1,0
Tx77,38188,1,-1
Tx77,38204,1,0
Tx77,38368,1,-1
Tx77,38384,1,0
Tx77,38644,1,-1
Tx77,38658,1,0
Tx77,38758,1,-1
Tx77,38775,1,0
Tx77,38971,1,-1
Tx77,38986,1,0
Tx77,39086,1,-1
Tx77,39102,1,0
Tx77,39206,1,-1
Tx77,39222,1,0
Tx77,39595,1,-1
Tx77,39600,1,-1
Tx77,39610,1,0
Tx77,39710,1,-1
Tx77,39726,1,0
Tx77,39830,1,-1
Tx77,39846,1,0
Tx77,40010,1,-1
Tx77,40026,1,0
Tx77,40130,1,-1
Tx77,40146,1,0
Tx77,40310,1,-1
Tx77,40326,1,0
Tx77,40430,1,-1
Tx77,40446,1,0
Tx77,40610,1,-1
Tx77,40626,1,0
Tx77,40730,1,-1
Tx77,40746,1,0
Tx77,40850,1,-1
Tx77,40866,1,0
Tx77,40970,1,-1
Tx77,40986,1,0
Tx77,41150,1,-1
Tx77,41166,1,0
Tx77,41270,1,-1
Tx77,41286,1,0
Tx77,41510,1,-1
Tx77,41526,1,0
Tx77,41630,1,-1
Tx77,41646,1,0
Tx77,41870,1,-1
Tx77,41886,1,0
Tx77,42170,1,-1
Tx77,42186,1,0
Tx77,42350,1,-1
Tx77,42366,1,0
Tx77,42650,1,-1
Tx77,42666,1,0
Tx77,42770,1,-1
Tx77,42786,1,0
Tx77,42950,1,-1
Tx77,42966,1,0
Tx77,43070,1,-1
Tx77,43086,1,0
Tx77,43200,1,0
Tx77,43250,1,-1
Tx77,43266,1,0
Tx77,43370,1,-1
Tx77,43386,1,0
Tx77,43490,1,-1
Tx77,43506,1,0
Tx77,43624,1,-1
Tx77,43638,1,0
Tx77,43738,1,-1
Tx77,43755,1,0
Tx77,44280,1,-1
Tx77,44296,1,0
Tx77,44400,1,-1
Tx77,44416,1,0
Tx77,44753,1,-1
Tx77,44767,1,0
Tx77,45021,1,-1
Tx77,45035,1,0
Tx77,45195,1,-1
Tx77,45212,1,0
Tx77,45522,1,-1
Tx77,45536,1,0
Tx77,45655,1,-1
Tx77,45670,1,0
Tx77,45770,1,-1
Tx77,45786,1,0
Tx77,45950,1,-1
Tx77,45966,1,0
Tx77,46070,1,-1
Tx77,46086,1,0
Tx77,46570,1,-1
Tx77,46586,1,0
Tx77,46690,1,-1
Tx77,46706,1,0
Tx77,46800,1,0
Tx77,48494,1,-1
Tx77,48509,1,0
Tx77,50098,1,-1
Tx77,50112,1,0
Tx77,50400,1,0
Tx77,51534,1,-1
Tx77,51551,1,0
Tx77,51654,1,-1
Tx77,51671,1,0
Tx77,51954,1,-1
Tx77,51971,1,0
Tx77,52570,1,-1
Tx77,52584,1,0
Tx77,52846,1,-1
Tx77,52860,1,0
Tx77,52960,1,-1
Tx77,52977,1,0
Tx77,53239,1,-1
Tx77,53253,1,0
Tx77,53413,1,-1
Tx77,53430,1,0
Tx77,53533,1,-1
Tx77,53550,1,0
Tx77,53679,1,-1
Tx77,53693,1,0
Tx77,53891,1,-1
Tx77,53906,1,0
Tx77,54000,1,0
Tx77,54044,1,-1
Tx77,54058,1,0
Tx77,54158,1,-1
Tx77,54175,1,0
Tx77,54378,1,-1
Tx77,54392,1,0
Tx77,54552,1,-1
Tx77,54569,1,0
Tx77,54672,1,-1
Tx77,54689,1,0
Tx77,54957,1,-1
Tx77,54972,1,0
Tx77,55105,1,-1
Tx77,55119,1,0
