* Delay is in the first row of each flight.
* Flight ID,Type,Wake Category,State,Connection,Entry Time (seconds),Exit Time (seconds),Transit Time (seconds),Previous Link,Current Link,Next Link,Speed-Up (%),Slow-Down (%),Delay (seconds)
JNA232,B738,M,ARR,N,53472,53545,73,Tx227,Tx119,gate70,4,0,-
JNA232,B738,M,ARR,N,53545,53630,85,gate70,G122,XXXX,5,0,-
AAR521,B772,H,DEP,N,53393,53509,115,XXXX,G31,gate26,5,0,113
AAR521,B772,H,DEP,N,53509,53546,37,gate26,Tx129,Tx125,4,0,-
AAR521,B772,H,DEP,N,53546,53570,24,Tx129,Tx125,Tx212,5,0,-
AAR521,B772,H,DEP,N,53570,53596,25,Tx125,Tx212,Tx210,4,0,-
AAR521,B772,H,DEP,N,53596,53609,13,Tx212,Tx210,Tx211,5,0,-
AAR521,B772,H,DEP,N,53609,53626,16,Tx210,Tx211,Tx107,4,0,-
AAR521,B772,H,DEP,N,53626,53653,27,Tx211,Tx107,Tx105,4,0,-
AAR521,B772,H,DEP,N,53653,53667,14,Tx107,Tx105,Tx95,4,0,-
AAR521,B772,H,DEP,N,53667,53679,11,Tx105,Tx95,Tx77,5,0,-
AAR521,B772,H,DEP,N,53679,53693,14,Tx95,Tx77,Tx43,4,0,-
AAR521,B772,H,DEP,N,53693,53715,21,Tx43,33L,XXXX,4,0,-
KAL810,A332,H,ARR,N,53460,53461,1,XXXX,34,Rwy28,0,0,0
KAL810,A332,H,ARR,N,53461,53468,7,Rwy28,Rwy27,Rwy26,5,0,-
KAL810,A332,H,ARR,N,53468,53482,14,Rwy27,Rwy26,Rwy25,4,0,-
KAL810,A332,H,ARR,N,53482,53503,20,Rwy26,Rwy25,Rwy24,5,0,-
KAL810,A332,H,ARR,N,53503,53514,10,Rwy25,Rwy24,Tx193,4,0,-
KAL810,A332,H,ARR,N,53514,53538,23,Rwy24,Tx193,Tx177,4,0,-
KAL810,A332,H,ARR,N,53538,53543,5,Tx193,Tx177,Tx178,5,0,-
KAL810,A332,H,ARR,N,53543,53579,36,Tx177,Tx178,Tx179,5,0,-
KAL810,A332,H,ARR,N,53579,53603,23,Tx178,Tx179,Tx162,4,0,-
KAL810,A332,H,ARR,N,53603,53616,12,Tx179,Tx162,Tx148,4,0,-
KAL810,A332,H,ARR,N,53616,53627,11,Tx162,Tx148,Tx134,5,0,-
KAL810,A332,H,ARR,N,53627,53642,15,Tx148,Tx134,Tx227,5,0,-
KAL810,A332,H,ARR,N,53642,53652,9,Tx134,Tx227,Tx228,5,0,-
KAL810,A332,H,ARR,N,53652,53689,37,Tx227,Tx228,Tx217,4,0,-
KAL810,A332,H,ARR,N,53689,53703,14,Tx228,Tx217,Tx126,4,0,-
KAL810,A332,H,ARR,N,53703,53752,48,Tx217,Tx126,Tx128,4,0,-
KAL810,A332,H,ARR,N,53752,53788,36,Tx126,Tx128,Tx214,5,0,-
KAL810,A332,H,ARR,N,53788,53799,11,Tx128,Tx214,gate21,5,0,-
KAL810,A332,H,ARR,N,53799,53924,124,gate21,G24,XXXX,4,0,-
AAR307,A321,M,DEP,N,53520,53593,73,XXXX,G42,gate37,4,0,0
AAR307,A321,M,DEP,N,53593,53607,14,gate37,Tx223,Tx231,4,0,-
AAR307,A321,M,DEP,N,53607,53669,61,Tx223,Tx231,Tx221,4,0,-
AAR307,A321,M,DEP,N,53669,53675,5,Tx231,Tx221,Tx130,5,0,-
AAR307,A321,M,DEP,N,53675,53686,11,Tx221,Tx130,Tx127,5,0,-
AAR307,A321,M,DEP,N,53686,53721,35,Tx130,Tx127,Tx129,4,0,-
AAR307,A321,M,DEP,N,53721,53758,37,Tx127,Tx129,Tx125,4,0,-
AAR307,A321,M,DEP,N,53758,53783,24,Tx129,Tx125,Tx212,5,0,-
AAR307,A321,M,DEP,N,53783,53809,25,Tx125,Tx212,Tx210,4,0,-
AAR307,A321,M,DEP,N,53809,53822,13,Tx212,Tx210,Tx211,5,0,-
AAR307,A321,M,DEP,N,53822,53838,16,Tx210,Tx211,Tx107,4,0,-
AAR307,A321,M,DEP,N,53838,53866,27,Tx211,Tx107,Tx105,4,0,-
AAR307,A321,M,DEP,N,53866,53880,14,Tx107,Tx105,Tx95,4,0,-
AAR307,A321,M,DEP,N,53880,53891,11,Tx105,Tx95,Tx77,5,0,-
AAR307,A321,M,DEP,N,53891,53906,14,Tx95,Tx77,Tx43,4,0,-
AAR307,A321,M,DEP,N,53906,53928,21,Tx43,33L,XXXX,4,0,-
KAL902,A388,J,ARR,N,53580,53581,1,XXXX,34,Rwy28,0,0,0
KAL902,A388,J,ARR,N,53581,53588,7,Rwy28,Rwy27,Rwy26,5,0,-
KAL902,A388,J,ARR,N,53588,53601,12,Rwy27,Rwy26,Rwy25,4,0,-
KAL902,A388,J,ARR,N,53601,53616,15,Rwy26,Rwy25,Rwy24,5,0,-
KAL902,A388,J,ARR,N,53616,53621,4,Rwy25,Rwy24,Rwy23,4,0,-
KAL902,A388,J,ARR,N,53621,53643,22,Rwy24,Rwy23,Tx192,5,0,-
KAL902,A388,J,ARR,N,53643,53694,50,Rwy23,Tx192,Tx158,4,0,-
KAL902,A388,J,ARR,N,53694,53706,12,Tx192,Tx158,Tx144,4,0,-
KAL902,A388,J,ARR,N,53706,53719,13,Tx158,Tx144,Tx145,5,0,-
KAL902,A388,J,ARR,N,53719,53781,61,Tx144,Tx145,Tx146,4,0,-
KAL902,A388,J,ARR,N,53781,53792,10,Tx145,Tx146,Tx132,4,0,-
KAL902,A388,J,ARR,N,53792,53806,14,Tx146,Tx132,Tx225,4,0,-
KAL902,A388,J,ARR,N,53806,53867,60,Tx132,Tx225,Tx226,5,0,-
KAL902,A388,J,ARR,N,53867,53880,13,Tx225,Tx226,Tx227,5,0,-
KAL902,A388,J,ARR,N,53880,53890,9,Tx226,Tx227,Tx228,5,0,-
KAL902,A388,J,ARR,N,53890,53927,37,Tx227,Tx228,Tx217,4,0,-
KAL902,A388,J,ARR,N,53927,53941,14,Tx228,Tx217,Tx126,4,0,-
KAL902,A388,J,ARR,N,53941,53990,48,Tx217,Tx126,Tx128,4,0,-
KAL902,A388,J,ARR,N,53990,54026,36,Tx126,Tx128,Tx214,5,0,-
KAL902,A388,J,ARR,N,54026,54037,11,Tx128,Tx214,Tx125,5,0,-
KAL902,A388,J,ARR,N,54037,54062,24,Tx214,Tx125,Tx212,5,0,-
KAL902,A388,J,ARR,N,54062,54087,25,Tx125,Tx212,gate14,4,0,-
KAL902,A388,J,ARR,N,54087,54146,58,gate14,G17,XXXX,5,0,-
MGL302,B737,M,DEP,N,53700,53763,63,XXXX,G130,gate74,4,0,0
MGL302,B737,M,DEP,N,53763,53800,37,gate74,Tx228,Tx217,4,0,-
MGL302,B737,M,DEP,N,53800,53815,14,Tx228,Tx217,Tx126,4,0,-
MGL302,B737,M,DEP,N,53815,53863,48,Tx217,Tx126,Tx128,4,0,-
MGL302,B737,M,DEP,N,53863,53899,36,Tx126,Tx128,Tx214,5,0,-
MGL302,B737,M,DEP,N,53899,53911,11,Tx128,Tx214,Tx125,5,0,-
MGL302,B737,M,DEP,N,53911,53935,24,Tx214,Tx125,Tx212,5,0,-
MGL302,B737,M,DEP,N,53935,53961,25,Tx125,Tx212,Tx210,4,0,-
MGL302,B737,M,DEP,N,53961,53974,13,Tx212,Tx210,Tx211,5,0,-
MGL302,B737,M,DEP,N,53974,53991,16,Tx210,Tx211,Tx107,4,0,-
MGL302,B737,M,DEP,N,53991,54018,27,Tx211,Tx107,Tx105,4,0,-
MGL302,B737,M,DEP,N,54018,54032,14,Tx107,Tx105,Tx95,4,0,-
MGL302,B737,M,DEP,N,54032,54044,11,Tx105,Tx95,Tx77,5,0,-
MGL302,B737,M,DEP,N,54044,54058,14,Tx95,Tx77,Tx43,4,0,-
MGL302,B737,M,DEP,N,54058,54080,21,Tx43,33L,XXXX,4,0,-
AAR319,A321,M,DEP,N,53880,53938,58,XXXX,G38,gate33,5,0,0
AAR319,A321,M,DEP,N,53938,53950,11,gate33,Tx220,Tx127,5,0,-
AAR319,A321,M,DEP,N,53950,53985,35,Tx220,Tx127,Tx129,4,0,-
AAR319,A321,M,DEP,N,53985,54022,37,Tx127,Tx129,Tx125,4,0,-
AAR319,A321,M,DEP,N,54022,54047,24,Tx129,Tx125,Tx212,5,0,-
AAR319,A321,M,DEP,N,54047,54073,25,Tx125,Tx212,Tx210,4,0,-
AAR319,A321,M,DEP,N,54073,54086,13,Tx212,Tx210,Tx211,5,0,-
AAR319,A321,M,DEP,N,54086,54102,16,Tx210,Tx211,Tx107,4,0,-
AAR319,A321,M,DEP,N,54102,54130,27,Tx211,Tx107,Tx105,4,0,-
AAR319,A321,M,DEP,N,54130,54145,15,Tx107,Tx105,Tx95,0,3,-
AAR319,A321,M,DEP,N,54145,54158,13,Tx105,Tx95,Tx77,0,10,-
AAR319,A321,M,DEP,N,54158,54175,16,Tx95,Tx77,Tx43,0,10,-
AAR319,A321,M,DEP,N,54175,54200,25,Tx43,33L,XXXX,0,10,-
AAR304,B763,H,ARR,N,53940,53941,1,XXXX,34,Rwy28,0,0,0
AAR304,B763,H,ARR,N,53941,53948,7,Rwy28,Rwy27,Rwy26,5,0,-
AAR304,B763,H,ARR,N,53948,53961,12,Rwy27,Rwy26,Rwy25,4,0,-
AAR304,B763,H,ARR,N,53961,53976,15,Rwy26,Rwy25,Rwy24,5,0,-
AAR304,B763,H,ARR,N,53976,53981,4,Rwy25,Rwy24,Rwy23,4,0,-
AAR304,B763,H,ARR,N,53981,54003,22,Rwy24,Rwy23,Tx192,5,0,-
AAR304,B763,H,ARR,N,54003,54054,50,Rwy23,Tx192,Tx158,4,0,-
AAR304,B763,H,ARR,N,54054,54066,12,Tx192,Tx158,Tx144,4,0,-
AAR304,B763,H,ARR,N,54066,54079,13,Tx158,Tx144,Tx145,5,0,-
AAR304,B763,H,ARR,N,54079,54141,61,Tx144,Tx145,Tx146,4,0,-
AAR304,B763,H,ARR,N,54141,54152,10,Tx145,Tx146,Tx147,4,0,-
AAR304,B763,H,ARR,N,54152,54214,61,Tx146,Tx147,Tx148,4,0,-
AAR304,B763,H,ARR,N,54214,54225,11,Tx147,Tx148,Tx149,5,0,-
AAR304,B763,H,ARR,N,54225,54288,62,Tx148,Tx149,Tx150,5,0,-
AAR304,B763,H,ARR,N,54288,54301,13,Tx149,Tx150,Tx151,5,0,-
AAR304,B763,H,ARR,N,54301,54361,59,Tx150,Tx151,Tx137,4,0,-
AAR304,B763,H,ARR,N,54361,54376,15,Tx151,Tx137,Tx223,5,0,-
AAR304,B763,H,ARR,N,54376,54390,14,Tx137,Tx223,gate39,4,0,-
AAR304,B763,H,ARR,N,54390,54429,39,gate39,G45,XXXX,4,0,-
XAX504,A333,H,ARR,N,54060,54069,9,XXXX,33R,Rwy7,5,0,0
XAX504,A333,H,ARR,N,54069,54076,6,Rwy7,Rwy6,Rwy5,4,0,-
XAX504,A333,H,ARR,N,54076,54082,6,Rwy6,Rwy5,Rwy4,4,0,-
XAX504,A333,H,ARR,N,54082,54125,42,Rwy5,Rwy4,Tx15,4,0,-
XAX504,A333,H,ARR,N,54125,54171,45,Rwy4,Tx15,Tx23,5,0,-
XAX504,A333,H,ARR,N,54171,54273,102,Tx15,Tx23,Tx30,5,0,-
XAX504,A333,H,ARR,N,54273,54301,27,Tx23,Tx30,Tx38,4,0,-
XAX504,A333,H,ARR,N,54301,54324,22,Tx30,Tx38,Tx53,5,0,-
XAX504,A333,H,ARR,N,54324,54331,6,Tx38,Tx53,Tx54,4,0,-
XAX504,A333,H,ARR,N,54331,54391,60,Tx53,Tx54,Tx71,5,0,-
XAX504,A333,H,ARR,N,54391,54404,12,Tx54,Tx71,Tx100,4,0,-
XAX504,A333,H,ARR,N,54404,54419,15,Tx71,Tx100,Tx203,5,0,-
XAX504,A333,H,ARR,N,54419,54429,10,Tx100,Tx203,Tx204,4,0,-
XAX504,A333,H,ARR,N,54429,54440,10,Tx203,Tx204,gate65,4,0,-
XAX504,A333,H,ARR,N,54440,54545,105,gate65,G108,XXXX,4,0,-
DLH713,B748,H,DEP,N,54060,54145,85,XXXX,G122,gate70,5,0,0
DLH713,B748,H,DEP,N,54145,54218,73,gate70,Tx114,Tx205,4,0,-
DLH713,B748,H,DEP,N,54218,54249,30,Tx114,Tx205,Tx206,5,0,-
DLH713,B748,H,DEP,N,54249,54259,10,Tx205,Tx206,Tx207,4,0,-
DLH713,B748,H,DEP,N,54259,54272,12,Tx206,Tx207,Tx102,4,0,-
DLH713,B748,H,DEP,N,54272,54294,22,Tx207,Tx102,Tx92,5,0,-
DLH713,B748,H,DEP,N,54294,54306,11,Tx102,Tx92,Tx93,5,0,-
DLH713,B748,H,DEP,N,54306,54338,32,Tx92,Tx93,Tx94,5,0,-
DLH713,B748,H,DEP,N,54338,54367,28,Tx93,Tx94,Tx95,5,0,-
DLH713,B748,H,DEP,N,54367,54378,11,Tx94,Tx95,Tx77,5,0,-
DLH713,B748,H,DEP,N,54378,54392,14,Tx95,Tx77,Tx43,4,0,-
DLH713,B748,H,DEP,N,54392,54414,21,Tx43,33L,XXXX,4,0,-
AAL281,B772,H,ARR,N,54180,54181,1,XXXX,34,Rwy28,0,0,0
AAL281,B772,H,ARR,N,54181,54188,7,Rwy28,Rwy27,Rwy26,5,0,-
AAL281,B772,H,ARR,N,54188,54201,12,Rwy27,Rwy26,Rwy25,4,0,-
AAL281,B772,H,ARR,N,54201,54216,15,Rwy26,Rwy25,Rwy24,5,0,-
AAL281,B772,H,ARR,N,54216,54221,4,Rwy25,Rwy24,Rwy23,4,0,-
AAL281,B772,H,ARR,N,54221,54243,22,Rwy24,Rwy23,Tx192,5,0,-
AAL281,B772,H,ARR,N,54243,54294,50,Rwy23,Tx192,Tx158,4,0,-
AAL281,B772,H,ARR,N,54294,54306,12,Tx192,Tx158,Tx144,4,0,-
AAL281,B772,H,ARR,N,54306,54319,13,Tx158,Tx144,Tx145,5,0,-
AAL281,B772,H,ARR,N,54319,54381,61,Tx144,Tx145,Tx146,4,0,-
AAL281,B772,H,ARR,N,54381,54392,10,Tx145,Tx146,Tx132,4,0,-
AAL281,B772,H,ARR,N,54392,54406,14,Tx146,Tx132,Tx225,4,0,-
AAL281,B772,H,ARR,N,54406,54467,60,Tx132,Tx225,Tx226,5,0,-
AAL281,B772,H,ARR,N,54467,54480,13,Tx225,Tx226,Tx227,5,0,-
AAL281,B772,H,ARR,N,54480,54490,9,Tx226,Tx227,Tx228,5,0,-
AAL281,B772,H,ARR,N,54490,54527,37,Tx227,Tx228,Tx122,4,0,-
AAL281,B772,H,ARR,N,54527,54579,52,Tx228,Tx122,gate55,4,0,-
AAL281,B772,H,ARR,N,54579,54620,40,gate55,G123,XXXX,4,0,-
TWB295,B738,M,DEP,N,54258,54330,72,XXXX,G125,gate56,0,10,78
TWB295,B738,M,DEP,N,54330,54343,13,gate56,Tx215,Tx128,0,10,-
TWB295,B738,M,DEP,N,54343,54385,41,Tx215,Tx128,Tx214,0,10,-
TWB295,B738,M,DEP,N,54385,54398,13,Tx128,Tx214,Tx125,0,10,-
TWB295,B738,M,DEP,N,54398,54427,28,Tx214,Tx125,Tx212,0,10,-
TWB295,B738,M,DEP,N,54427,54457,29,Tx125,Tx212,Tx210,0,10,-
TWB295,B738,M,DEP,N,54457,54472,15,Tx212,Tx210,Tx211,0,10,-
TWB295,B738,M,DEP,N,54472,54491,18,Tx210,Tx211,Tx107,0,10,-
TWB295,B738,M,DEP,N,54491,54523,31,Tx211,Tx107,Tx105,0,10,-
TWB295,B738,M,DEP,N,54523,54539,16,Tx107,Tx105,Tx95,0,10,-
TWB295,B738,M,DEP,N,54539,54552,13,Tx105,Tx95,Tx77,0,10,-
TWB295,B738,M,DEP,N,54552,54569,16,Tx95,Tx77,Tx43,0,10,-
TWB295,B738,M,DEP,N,54569,54594,25,Tx43,33L,XXXX,0,10,-
KAL9392,B744,H,ARR,N,54240,54249,9,XXXX,33R,Rwy7,5,0,0
KAL9392,B744,H,ARR,N,54249,54256,6,Rwy7,Rwy6,Rwy5,4,0,-
KAL9392,B744,H,ARR,N,54256,54262,6,Rwy6,Rwy5,Rwy4,4,0,-
KAL9392,B744,H,ARR,N,54262,54305,42,Rwy5,Rwy4,Rwy3,4,0,-
KAL9392,B744,H,ARR,N,54305,54320,14,Rwy4,Rwy3,Tx8,4,0,-
KAL9392,B744,H,ARR,N,54320,54378,58,Rwy3,Tx8,Tx3,5,0,-
KAL9392,B744,H,ARR,N,54378,54530,151,Tx8,Tx3,Tx4,4,0,-
KAL9392,B744,H,ARR,N,54530,54676,146,Tx3,Tx4,gate112,5,0,-
KAL9392,B744,H,ARR,N,54676,54945,268,gate112,G615,XXXX,4,0,-
KAL926,A332,H,ARR,N,54360,54361,1,XXXX,34,Rwy28,0,0,0
KAL926,A332,H,ARR,N,54361,54368,7,Rwy28,Rwy27,Rwy26,5,0,-
KAL926,A332,H,ARR,N,54368,54382,14,Rwy27,Rwy26,Rwy25,4,0,-
KAL926,A332,H,ARR,N,54382,54403,20,Rwy26,Rwy25,Rwy24,5,0,-
KAL926,A332,H,ARR,N,54403,54414,10,Rwy25,Rwy24,Tx193,4,0,-
KAL926,A332,H,ARR,N,54414,54438,23,Rwy24,Tx193,Tx177,4,0,-
KAL926,A332,H,ARR,N,54438,54443,5,Tx193,Tx177,Tx178,5,0,-
KAL926,A332,H,ARR,N,54443,54479,36,Tx177,Tx178,Tx179,5,0,-
KAL926,A332,H,ARR,N,54479,54503,23,Tx178,Tx179,Tx162,4,0,-
KAL926,A332,H,ARR,N,54503,54516,12,Tx179,Tx162,Tx148,4,0,-
KAL926,A332,H,ARR,N,54516,54527,11,Tx162,Tx148,Tx134,5,0,-
KAL926,A332,H,ARR,N,54527,54542,15,Tx148,Tx134,Tx227,5,0,-
KAL926,A332,H,ARR,N,54542,54552,9,Tx134,Tx227,Tx228,5,0,-
KAL926,A332,H,ARR,N,54552,54589,37,Tx227,Tx228,Tx217,4,0,-
KAL926,A332,H,ARR,N,54589,54603,14,Tx228,Tx217,Tx126,4,0,-
KAL926,A332,H,ARR,N,54603,54652,48,Tx217,Tx126,Tx128,4,0,-
KAL926,A332,H,ARR,N,54652,54688,36,Tx126,Tx128,Tx214,5,0,-
KAL926,A332,H,ARR,N,54688,54699,11,Tx128,Tx214,Tx125,5,0,-
KAL926,A332,H,ARR,N,54699,54724,24,Tx214,Tx125,Tx212,5,0,-
KAL926,A332,H,ARR,N,54724,54750,25,Tx125,Tx212,Tx210,4,0,-
KAL926,A332,H,ARR,N,54750,54763,13,Tx212,Tx210,Tx211,5,0,-
KAL926,A332,H,ARR,N,54763,54779,16,Tx210,Tx211,Tx107,4,0,-
KAL926,A332,H,ARR,N,54779,54807,27,Tx211,Tx107,Tx108,4,0,-
KAL926,A332,H,ARR,N,54807,54830,23,Tx107,Tx108,gate4,4,0,-
KAL926,A332,H,ARR,N,54830,54915,84,gate4,G6,XXXX,4,0,-
CSN6074,A321,M,DEP,N,54464,54523,58,XXXX,G105,gate46,0,10,104
CSN6074,A321,M,DEP,N,54523,54535,12,gate46,Tx206,Tx207,0,10,-
CSN6074,A321,M,DEP,N,54535,54549,14,Tx206,Tx207,Tx102,0,10,-
CSN6074,A321,M,DEP,N,54549,54576,26,Tx207,Tx102,Tx92,0,10,-
CSN6074,A321,M,DEP,N,54576,54589,13,Tx102,Tx92,Tx93,0,10,-
CSN6074,A321,M,DEP,N,54589,54626,37,Tx92,Tx93,Tx94,0,10,-
CSN6074,A321,M,DEP,N,54626,54659,33,Tx93,Tx94,Tx95,0,10,-
CSN6074,A321,M,DEP,N,54659,54672,13,Tx94,Tx95,Tx77,0,10,-
CSN6074,A321,M,DEP,N,54672,54689,16,Tx95,Tx77,Tx43,0,10,-
CSN6074,A321,M,DEP,N,54689,54714,25,Tx43,33L,XXXX,0,10,-
AAR362,A333,H,ARR,N,54420,54429,9,XXXX,33R,Rwy7,5,0,0
AAR362,A333,H,ARR,N,54429,54436,6,Rwy7,Rwy6,Rwy5,4,0,-
AAR362,A333,H,ARR,N,54436,54442,6,Rwy6,Rwy5,Rwy4,4,0,-
AAR362,A333,H,ARR,N,54442,54485,42,Rwy5,Rwy4,Tx15,4,0,-
AAR362,A333,H,ARR,N,54485,54531,45,Rwy4,Tx15,Tx23,5,0,-
AAR362,A333,H,ARR,N,54531,54633,102,Tx15,Tx23,Tx30,5,0,-
AAR362,A333,H,ARR,N,54633,54661,27,Tx23,Tx30,Tx38,4,0,-
AAR362,A333,H,ARR,N,54661,54684,22,Tx30,Tx38,Tx53,5,0,-
AAR362,A333,H,ARR,N,54684,54691,6,Tx38,Tx53,Tx54,4,0,-
AAR362,A333,H,ARR,N,54691,54751,60,Tx53,Tx54,Tx71,5,0,-
AAR362,A333,H,ARR,N,54751,54764,12,Tx54,Tx71,Tx100,4,0,-
AAR362,A333,H,ARR,N,54764,54779,15,Tx71,Tx100,Tx203,5,0,-
AAR362,A333,H,ARR,N,54779,54789,10,Tx100,Tx203,Tx204,4,0,-
AAR362,A333,H,ARR,N,54789,54800,10,Tx203,Tx204,Tx205,4,0,-
AAR362,A333,H,ARR,N,54800,54830,30,Tx204,Tx205,Tx206,5,0,-
AAR362,A333,H,ARR,N,54830,54841,10,Tx205,Tx206,Tx120,4,0,-
AAR362,A333,H,ARR,N,54841,54890,49,Tx206,Tx120,Tx121,5,0,-
AAR362,A333,H,ARR,N,54890,54926,36,Tx120,Tx121,Tx215,5,0,-
AAR362,A333,H,ARR,N,54926,54938,11,Tx121,Tx215,Tx216,5,0,-
AAR362,A333,H,ARR,N,54938,54949,11,Tx215,Tx216,Tx127,5,0,-
AAR362,A333,H,ARR,N,54949,54984,35,Tx216,Tx127,Tx130,4,0,-
AAR362,A333,H,ARR,N,54984,54996,11,Tx127,Tx130,Tx221,5,0,-
AAR362,A333,H,ARR,N,54996,55001,5,Tx130,Tx221,Tx231,5,0,-
AAR362,A333,H,ARR,N,55001,55063,61,Tx221,Tx231,Tx223,4,0,-
AAR362,A333,H,ARR,N,55063,55078,14,Tx231,Tx223,gate38,4,0,-
AAR362,A333,H,ARR,N,55078,55127,49,gate38,G43,XXXX,5,0,-
KAL918,A332,H,ARR,N,54540,54541,1,XXXX,34,Rwy28,0,0,0
KAL918,A332,H,ARR,N,54541,54548,7,Rwy28,Rwy27,Rwy26,5,0,-
KAL918,A332,H,ARR,N,54548,54562,14,Rwy27,Rwy26,Rwy25,4,0,-
KAL918,A332,H,ARR,N,54562,54583,20,Rwy26,Rwy25,Rwy24,5,0,-
KAL918,A332,H,ARR,N,54583,54594,10,Rwy25,Rwy24,Tx193,4,0,-
KAL918,A332,H,ARR,N,54594,54618,23,Rwy24,Tx193,Tx177,4,0,-
KAL918,A332,H,ARR,N,54618,54623,5,Tx193,Tx177,Tx178,5,0,-
KAL918,A332,H,ARR,N,54623,54659,36,Tx177,Tx178,Tx179,5,0,-
KAL918,A332,H,ARR,N,54659,54683,23,Tx178,Tx179,Tx162,4,0,-
KAL918,A332,H,ARR,N,54683,54696,12,Tx179,Tx162,Tx148,4,0,-
KAL918,A332,H,ARR,N,54696,54707,11,Tx162,Tx148,Tx134,5,0,-
KAL918,A332,H,ARR,N,54707,54722,15,Tx148,Tx134,Tx227,5,0,-
KAL918,A332,H,ARR,N,54722,54732,9,Tx134,Tx227,Tx228,5,0,-
KAL918,A332,H,ARR,N,54732,54769,37,Tx227,Tx228,Tx217,4,0,-
KAL918,A332,H,ARR,N,54769,54783,14,Tx228,Tx217,Tx219,4,0,-
KAL918,A332,H,ARR,N,54783,54796,13,Tx217,Tx219,Tx130,5,0,-
KAL918,A332,H,ARR,N,54796,54808,11,Tx219,Tx130,Tx127,5,0,-
KAL918,A332,H,ARR,N,54808,54843,35,Tx130,Tx127,gate28,4,0,-
KAL918,A332,H,ARR,N,54843,54911,67,gate28,G33,XXXX,4,0,-
CES2003,B738,M,ARR,N,54540,54549,9,XXXX,33R,Rwy7,5,0,0
CES2003,B738,M,ARR,N,54549,54556,6,Rwy7,Rwy6,Rwy5,4,0,-
CES2003,B738,M,ARR,N,54556,54562,6,Rwy6,Rwy5,Rwy4,4,0,-
CES2003,B738,M,ARR,N,54562,54605,42,Rwy5,Rwy4,Tx15,4,0,-
CES2003,B738,M,ARR,N,54605,54651,45,Rwy4,Tx15,Tx23,5,0,-
CES2003,B738,M,ARR,N,54651,54753,102,Tx15,Tx23,Tx30,5,0,-
CES2003,B738,M,ARR,N,54753,54781,27,Tx23,Tx30,Tx38,4,0,-
CES2003,B738,M,ARR,N,54781,54804,22,Tx30,Tx38,Tx53,5,0,-
CES2003,B738,M,ARR,N,54804,54811,6,Tx38,Tx53,Tx54,4,0,-
CES2003,B738,M,ARR,N,54811,54871,60,Tx53,Tx54,Tx71,5,0,-
CES2003,B738,M,ARR,N,54871,54884,12,Tx54,Tx71,Tx100,4,0,-
CES2003,B738,M,ARR,N,54884,54899,15,Tx71,Tx100,Tx203,5,0,-
CES2003,B738,M,ARR,N,54899,54909,10,Tx100,Tx203,Tx204,4,0,-
CES2003,B738,M,ARR,N,54909,54920,10,Tx203,Tx204,Tx114,4,0,-
CES2003,B738,M,ARR,N,54920,54993,73,Tx204,Tx114,Tx119,4,0,-
CES2003,B738,M,ARR,N,54993,55066,73,Tx114,Tx119,gate72,4,0,-
CES2003,B738,M,ARR,N,55066,55167,100,gate72,G126,XXXX,5,0,-
AAR352,A321,M,ARR,N,54660,54661,1,XXXX,34,Rwy28,0,0,60
AAR352,A321,M,ARR,N,54661,54668,7,Rwy28,Rwy27,Rwy26,5,0,-
AAR352,A321,M,ARR,N,54668,54682,14,Rwy27,Rwy26,Rwy25,4,0,-
AAR352,A321,M,ARR,N,54682,54703,20,Rwy26,Rwy25,Rwy24,5,0,-
AAR352,A321,M,ARR,N,54703,54714,10,Rwy25,Rwy24,Tx193,4,0,-
AAR352,A321,M,ARR,N,54714,54738,23,Rwy24,Tx193,Tx177,4,0,-
AAR352,A321,M,ARR,N,54738,54743,5,Tx193,Tx177,Tx178,5,0,-
AAR352,A321,M,ARR,N,54743,54779,36,Tx177,Tx178,Tx179,5,0,-
AAR352,A321,M,ARR,N,54779,54803,23,Tx178,Tx179,Tx162,4,0,-
AAR352,A321,M,ARR,N,54803,54816,12,Tx179,Tx162,Tx148,4,0,-
AAR352,A321,M,ARR,N,54816,54827,11,Tx162,Tx148,Tx149,5,0,-
AAR352,A321,M,ARR,N,54827,54890,62,Tx148,Tx149,Tx150,5,0,-
AAR352,A321,M,ARR,N,54890,54903,13,Tx149,Tx150,Tx151,5,0,-
AAR352,A321,M,ARR,N,54903,54963,59,Tx150,Tx151,Tx137,4,0,-
AAR352,A321,M,ARR,N,54963,54978,15,Tx151,Tx137,Tx223,5,0,-
AAR352,A321,M,ARR,N,54978,54992,14,Tx137,Tx223,gate37,4,0,-
AAR352,A321,M,ARR,N,54992,55066,73,gate37,G42,XXXX,4,0,-
CSN3061,A332,H,ARR,N,54720,54729,9,XXXX,33R,Rwy7,5,0,0
CSN3061,A332,H,ARR,N,54729,54736,6,Rwy7,Rwy6,Rwy5,4,0,-
CSN3061,A332,H,ARR,N,54736,54742,6,Rwy6,Rwy5,Rwy4,4,0,-
CSN3061,A332,H,ARR,N,54742,54785,42,Rwy5,Rwy4,Tx15,4,0,-
CSN3061,A332,H,ARR,N,54785,54831,45,Rwy4,Tx15,Tx23,5,0,-
CSN3061,A332,H,ARR,N,54831,54933,102,Tx15,Tx23,Tx30,5,0,-
CSN3061,A332,H,ARR,N,54933,54961,27,Tx23,Tx30,Tx38,4,0,-
CSN3061,A332,H,ARR,N,54961,54984,22,Tx30,Tx38,Tx53,5,0,-
